From	Entry	Gene.Names..primary.	ENTREZID
Q5T5Y3	Q5T5Y3	CAMSAP1	157922
Q5T653	Q5T653	MRPL2	51069
Q5T6V5	Q5T6V5	QNG1	84267
Q5T749	Q5T749	KPRP	448834
Q5T750	Q5T750	KPLCE	100129271
Q5T7N3	Q5T7N3	KANK4	163782
Q5T7V8	Q5T7V8	GORAB	92344
Q5T7W0	Q5T7W0	ZNF618	114991
Q5T8D3	Q5T8D3	ACBD5	91452
Q5T8P6	Q5T8P6	RBM26	64062
Q5T9C2	Q5T9C2	EEIG1	399665
Q5TA45	Q5TA45	INTS11	54973
Q5TAQ9	Q5TAQ9	DCAF8	50717
Q5TAX3	Q5TAX3	TUT4	23318
Q5TBA9	Q5TBA9	FRY	10129
Q5TBB1	Q5TBB1	RNASEH2B	79621
Q5TBC7	Q5TBC7	BCL2L15	440603
Q5TC12	Q5TC12	ATPAF1	64756
Q5TC82	Q5TC82	RC3H1	149041
Q5TCQ9	Q5TCQ9	MAGI3	260425
Q5TD94	Q5TD94	RSPH4A	345895
Q5TDH0	Q5TDH0	DDI2	84301
Q5TEC6	Q5TEC6	H3-7	440686
Q5TEU4	Q5TEU4	NDUFAF5	79133
Q5TF21	Q5TF21	MTCL3	387104
Q5TGZ0	Q5TGZ0	MICOS10	440574
Q5TH69	Q5TH69	ARFGEF3	57221
Q5THJ4	Q5THJ4	VPS13D	55187
Q5TZA2	Q5TZA2	CROCC	9696
Q5U5X0	Q5U5X0	LYRM7	90624
Q5U651	Q5U651	RASIP1	54922
Q5UCC4	Q5UCC4	EMC10	284361
Q5UIP0	Q5UIP0	RIF1	55183
Q5VIR6	Q5VIR6	VPS53	55275
Q5VSG8	Q5VSG8	MANEAL	149175
Q5VSL9	Q5VSL9	STRIP1	85369
Q5VST6	Q5VST6	ABHD17B	51104
Q5VT25	Q5VT25	CDC42BPA	8476
Q5VT52	Q5VT52	RPRD2	23248
Q5VTE6	Q5VTE6	ANGEL2	90806
Q5VTL8	Q5VTL8	PRPF38B	55119
Q5VTQ0	Q5VTQ0	TTC39B	158219
Q5VTR2	Q5VTR2	RNF20	56254
Q5VU43	Q5VU43	PDE4DIP	9659
Q5VV17	Q5VV17	OTUD1	220213
Q5VV41	Q5VV41	ARHGEF16	27237
Q5VV67	Q5VV67	PPRC1	23082
Q5VVM6	Q5VVM6	CCDC30	728621
Q5VVQ6	Q5VVQ6	YOD1	55432
Q5VW32	Q5VW32	BROX	148362
Q5VW36	Q5VW36	FOCAD	54914
Q5VWJ9	Q5VWJ9	SNX30	401548
Q5VWN6	Q5VWN6	TASOR2	54906
Q5VWP3	Q5VWP3	MLIP	90523
Q5VWZ2	Q5VWZ2	LYPLAL1	127018
Q5VYK3	Q5VYK3	ECPAS	23392
Q5VYY1	Q5VYY1	ANKRD22	118932
Q5VZ89	Q5VZ89	DENND4C	55667
Q5VZF2	Q5VZF2	MBNL2	10150
Q5VZK9	Q5VZK9	CARMIL1	55604
Q5VZL5	Q5VZL5	ZMYM4	9202
Q5VZM2	Q5VZM2	RRAGB	10325
Q5W0U4	Q5W0U4	BSPRY	54836
Q5W0V3	Q5W0V3	FHIP2A	57700
Q5W111	Q5W111	SPRYD7	57213
Q5XKE5	Q5XKE5	KRT79	338785
Q5XKL5	Q5XKL5	BTBD8	284697
Q5XKP0	Q5XKP0	MICOS13	125988
Q629K1	Q629K1	TRIQK	286144
Q63HM9	Q63HM9	PLCXD3	345557
Q63HN8	Q63HN8	RNF213	57674
Q63HR2	Q63HR2	TNS2	23371
Q63ZY3	Q63ZY3	KANK2	25959
Q658Y4	Q658Y4	FAM91A1	157769
Q659C4	Q659C4	LARP1B	55132
Q66K14	Q66K14	TBC1D9B	23061
Q66K74	Q66K74	MAP1S	55201
Q66LE6	Q66LE6	PPP2R2D	55844
Q66PJ3	Q66PJ3	ARL6IP4	51329
Q676U5	Q676U5	ATG16L1	55054
Q684P5	Q684P5	RAP1GAP2	23108
Q687X5	Q687X5	STEAP4	79689
Q68CQ7	Q68CQ7	GLT8D1	55830
Q68CZ2	Q68CZ2	TNS3	64759
Q68D10	Q68D10	SPTY2D1	144108
Q68D91	Q68D91	MBLAC2	153364
Q68DH5	Q68DH5	LMBRD2	92255
Q68DQ2	Q68DQ2	CRYBG3	131544
Q68E01	Q68E01	INTS3	65123
Q68EM7	Q68EM7	ARHGAP17	55114
Q69YL0	Q69YL0	NCBP2AS2	152217
Q69YN4	Q69YN4	VIRMA	25962
Q69YQ0	Q69YQ0	SPECC1L	23384
Q6AI12	Q6AI12	ANKRD40	91369
Q6DD88	Q6DD88	ATL3	25923
Q6DHV7	Q6DHV7	MAPDA	161823
Q6DKJ4	Q6DKJ4	NXN	64359
Q6DKK2	Q6DKK2	TTC19	54902
Q6DN90	Q6DN90	IQSEC1	9922
Q6DT37	Q6DT37	CDC42BPG	55561
Q6E0U4	Q6E0U4	DMKN	93099
Q6EEV4	Q6EEV4	POLR2M	81488
Q6FI81	Q6FI81	CIAPIN1	57019
Q6GMR7	Q6GMR7	FAAH2	158584
Q6GMV3	Q6GMV3	PTRHD1	391356
Q6GPI1	Q6GPI1	CTRB2	440387
Q6GQQ9	Q6GQQ9	OTUD7B	56957
Q6GTS8	Q6GTS8	PM20D1	148811
Q6GYQ0	Q6GYQ0	RALGAPA1	253959
Q6H8Q1	Q6H8Q1	ABLIM2	84448
Q6I9Y2	Q6I9Y2	THOC7	80145
Q6IA17	Q6IA17	SIGIRR	59307
Q6IA69	Q6IA69	NADSYN1	55191
Q6IA86	Q6IA86	ELP2	55250
Q6IAA8	Q6IAA8	LAMTOR1	55004
Q6IBS0	Q6IBS0	TWF2	11344
Q6ICL3	Q6ICL3	TANGO2	128989
Q6IN85	Q6IN85	PPP4R3A	55671
Q6IPR1	Q6IPR1	ETFRF1	144363
Q6IQ22	Q6IQ22	RAB12	201475
Q6IQ23	Q6IQ23	PLEKHA7	144100
Q6IQ49	Q6IQ49	SDE2	163859
Q6KB66	Q6KB66	KRT80	144501
Q6KC79	Q6KC79	NIPBL	25836
Q6KCM7	Q6KCM7	SLC25A25	114789
Q6L8Q7	Q6L8Q7	PDE12	201626
Q6MZW2	Q6MZW2	FSTL4	23105
Q6MZZ7	Q6MZZ7	CAPN13	92291
Q6N069	Q6N069	NAA16	79612
Q6NT76	Q6NT76	HMBOX1	79618
Q6NTE8	Q6NTE8	MRNIP	51149
Q6NTF9	Q6NTF9	RHBDD2	57414
Q6NUJ1	Q6NUJ1	PSAPL1	768239
Q6NUK1	Q6NUK1	SLC25A24	29957
Q6NUM9	Q6NUM9	RETSAT	54884
Q6NUQ4	Q6NUQ4	TMEM214	54867
Q6NV74	Q6NV74	CRACDL	343990
Q6NVY1	Q6NVY1	HIBCH	26275
Q6NW29	Q6NW29	RWDD4	201965
Q6NXE6	Q6NXE6	ARMC6	93436
Q6NXG1	Q6NXG1	ESRP1	54845
Q6NXT4	Q6NXT4	SLC30A6	55676
Q6NXT6	Q6NXT6	TAPT1	202018
Q6NY19	Q6NY19	KANK3	256949
Q6NYC1	Q6NYC1	JMJD6	23210
Q6NYC8	Q6NYC8	PPP1R18	170954
Q6NZI2	Q6NZI2	CAVIN1	284119
Q6NZY4	Q6NZY4	ZCCHC8	55596
Q6P161	Q6P161	MRPL54	116541
Q6P179	Q6P179	ERAP2	64167
Q6P1A2	Q6P1A2	LPCAT3	10162
Q6P1J9	Q6P1J9	CDC73	79577
Q6P1L8	Q6P1L8	MRPL14	64928
Q6P1M0	Q6P1M0	SLC27A4	10999
Q6P1M3	Q6P1M3	LLGL2	3993
Q6P1N0	Q6P1N0	CC2D1A	54862
Q6P1N9	Q6P1N9	TATDN1	83940
Q6P1Q0	Q6P1Q0	LETMD1	25875
Q6P1X5	Q6P1X5	TAF2	6873
Q6P1X6	Q6P1X6	C8orf82	414919
Q6P2E9	Q6P2E9	EDC4	23644
Q6P2Q9	Q6P2Q9	PRPF8	10594
Q6P3W7	Q6P3W7	SCYL2	55681
Q6P3X3	Q6P3X3	TTC27	55622
Q6P4A7	Q6P4A7	SFXN4	119559
Q6P4A8	Q6P4A8	PLBD1	79887
Q6P4E1	Q6P4E1	GOLM2	113201
Q6P4F2	Q6P4F2	FDX2	112812
Q6P587	Q6P587	FAHD1	81889
Q6P597	Q6P597	KLC3	147700
Q6P5R6	Q6P5R6	RPL22L1	200916
Q6P6B1	Q6P6B1	ERICH5	203111
Q6P6C2	Q6P6C2	ALKBH5	54890
Q6P996	Q6P996	PDXDC1	23042
Q6P9B6	Q6P9B6	MEAK7	57707
Q6P9B9	Q6P9B9	INTS5	80789
Q6PCB0	Q6PCB0	VWA1	64856
Q6PCB7	Q6PCB7	SLC27A1	376497
Q6PD62	Q6PD62	CTR9	9646
Q6PFW1	Q6PFW1	PPIP5K1	9677
Q6PGP7	Q6PGP7	SKIC3	9652
Q6PI25	Q6PI25	CNIH2	254263
Q6PI48	Q6PI48	DARS2	55157
Q6PI78	Q6PI78	TMEM65	157378
Q6PID8	Q6PID8	KLHDC10	23008
Q6PIJ6	Q6PIJ6	FBXO38	81545
Q6PIU2	Q6PIU2	NCEH1	57552
Q6PJG2	Q6PJG2	MIDEAS	91748
Q6PJI9	Q6PJI9	WDR59	79726
Q6PJT7	Q6PJT7	ZC3H14	79882
Q6PK18	Q6PK18	OGFOD3	79701
Q6PKG0	Q6PKG0	LARP1	23367
Q6PL24	Q6PL24	TMED8	283578
Q6PML9	Q6PML9	SLC30A9	10463
Q6PUV4	Q6PUV4	CPLX2	10814
Q6QNY0	Q6QNY0	BLOC1S3	388552
Q6QNY1	Q6QNY1	BLOC1S2	282991
Q6R327	Q6R327	RICTOR	253260
Q6RFH5	Q6RFH5	WDR74	54663
Q6RW13	Q6RW13	AGTRAP	57085
Q6S8J3	Q6S8J3	POTEE	445582
Q6SZW1	Q6SZW1	SARM1	23098
Q6U841	Q6U841	SLC4A10	57282
Q6UB35	Q6UB35	MTHFD1L	25902
Q6ULP2	Q6ULP2	AFTPH	54812
Q6UN15	Q6UN15	FIP1L1	81608
Q6UUV7	Q6UUV7	CRTC3	64784
Q6UUV9	Q6UUV9	CRTC1	23373
Q6UVK1	Q6UVK1	CSPG4	1464
Q6UW02	Q6UW02	CYP20A1	57404
Q6UW15	Q6UW15	REG3G	130120
Q6UW68	Q6UW68	TMEM205	374882
Q6UW78	Q6UW78	UQCC3	790955
Q6UWE0	Q6UWE0	LRSAM1	90678
Q6UWI2	Q6UWI2	PARM1	25849
Q6UWJ1	Q6UWJ1	TMCO3	55002
Q6UWP7	Q6UWP7	LCLAT1	253558
Q6UWP8	Q6UWP8	SBSN	374897
Q6UWY5	Q6UWY5	OLFML1	283298
Q6UX04	Q6UX04	CWC27	10283
Q6UX06	Q6UX06	OLFM4	10562
Q6UX72	Q6UX72	B3GNT9	84752
Q6UXD5	Q6UXD5	SEZ6L2	26470
Q6UXG2	Q6UXG2	ELAPOR1	57535
Q6UXG8	Q6UXG8	BTNL9	153579
Q6UXH1	Q6UXH1	CRELD2	79174
Q6UXI9	Q6UXI9	NPNT	255743
Q6UXN9	Q6UXN9	WDR82	80335
Q6UXT9	Q6UXT9	ABHD15	116236
Q6UXV4	Q6UXV4	APOOL	139322
Q6VN20	Q6VN20	RANBP10	57610
Q6VY07	Q6VY07	PACS1	55690
Q6WCQ1	Q6WCQ1	MPRIP	23164
Q6WKZ4	Q6WKZ4	RAB11FIP1	80223
Q6XQN6	Q6XQN6	NAPRT	93100
Q6Y1H2	Q6Y1H2	HACD2	201562
Q6Y7W6	Q6Y7W6	GIGYF2	26058
Q6YN16	Q6YN16	HSDL2	84263
Q6YP21	Q6YP21	KYAT3	56267
Q6ZMG9	Q6ZMG9	CERS6	253782
Q6ZMI0	Q6ZMI0	PPP1R21	129285
Q6ZNB6	Q6ZNB6	NFXL1	152518
Q6ZNW5	Q6ZNW5	GDPGP1	390637
Q6ZRP7	Q6ZRP7	QSOX2	169714
Q6ZRS2	Q6ZRS2	SRCAP	10847
Q6ZS30	Q6ZS30	NBEAL1	65065
Q6ZSR9	Q6ZSR9	NA	NA
Q6ZSS7	Q6ZSS7	MFSD6	54842
Q6ZSZ5	Q6ZSZ5	ARHGEF18	23370
Q6ZT12	Q6ZT12	UBR3	130507
Q6ZT21	Q6ZT21	TMPPE	643853
Q6ZTN6	Q6ZTN6	ANKRD13D	338692
Q6ZU35	Q6ZU35	CRACD	57482
Q6ZUJ8	Q6ZUJ8	PIK3AP1	118788
Q6ZUS6	Q6ZUS6	CCDC149	91050
Q6ZV29	Q6ZV29	PNPLA7	375775
Q6ZVF9	Q6ZVF9	GPRIN3	285513
Q6ZVM7	Q6ZVM7	TOM1L2	146691
Q6ZVX7	Q6ZVX7	NCCRP1	342897
Q6ZXV5	Q6ZXV5	TMTC3	160418
Q709C8	Q709C8	VPS13C	54832
Q709F0	Q709F0	ACAD11	84129
Q70CQ2	Q70CQ2	USP34	9736
Q70CQ3	Q70CQ3	USP30	84749
Q70E73	Q70E73	RAPH1	65059
Q70IA6	Q70IA6	MOB2	81532
Q70UQ0	Q70UQ0	IKBIP	121457
Q712K3	Q712K3	UBE2R2	54926
Q71DI3	Q71DI3	H3C15; H3C14; H3C13	126961
Q71SY5	Q71SY5	MED25	81857
Q71UM5	Q71UM5	RPS27L	51065
Q75QN2	Q75QN2	INTS8	55656
Q75T13	Q75T13	PGAP1	80055
Q76N32	Q76N32	CEP68	23177
Q7KZ85	Q7KZ85	SUPT6H	6830
Q7KZF4	Q7KZF4	SND1	27044
Q7KZI7	Q7KZI7	MARK2	2011
Q7L014	Q7L014	DDX46	9879
Q7L099	Q7L099	RUFY3	22902
Q7L0J3	Q7L0J3	SV2A	9900
Q7L0Y3	Q7L0Y3	TRMT10C	54931
Q7L1Q6	Q7L1Q6	BZW1	9689
Q7L1W4	Q7L1W4	LRRC8D	55144
Q7L2E3	Q7L2E3	DHX30	22907
Q7L2H7	Q7L2H7	EIF3M	10480
Q7L2J0	Q7L2J0	MEPCE	56257
Q7L311	Q7L311	ARMCX2	9823
Q7L3T8	Q7L3T8	PARS2	25973
Q7L4I2	Q7L4I2	RSRC2	65117
Q7L4S7	Q7L4S7	ARMCX6	54470
Q7L576	Q7L576	CYFIP1	23191
Q7L592	Q7L592	NDUFAF7	55471
Q7L5D6	Q7L5D6	GET4	51608
Q7L5L3	Q7L5L3	GDPD3	79153
Q7L5N1	Q7L5N1	COPS6	10980
Q7L5N7	Q7L5N7	LPCAT2	54947
Q7L5Y1	Q7L5Y1	ENOSF1	55556
Q7L5Y9	Q7L5Y9	MAEA	10296
Q7L775	Q7L775	EPM2AIP1	9852
Q7L7L0	Q7L7L0	H2AC25	92815
Q7L7V1	Q7L7V1	DHX32	55760
Q7L7X3	Q7L7X3	TAOK1	57551
Q7L8C5	Q7L8C5	SYT13	57586
Q7L8L6	Q7L8L6	FASTKD5	60493
Q7L9B9	Q7L9B9	EEPD1	80820
Q7L9L4	Q7L9L4	MOB1B	92597
Q7LBC6	Q7LBC6	KDM3B	51780
Q7LBR1	Q7LBR1	CHMP1B	57132
Q7LG56	Q7LG56	RRM2B	50484
Q7LGA3	Q7LGA3	HS2ST1	9653
Q7RTP6	Q7RTP6	MICAL3	57553
Q7RTS1	Q7RTS1	BHLHA15	168620
Q7RTV0	Q7RTV0	PHF5A	84844
Q7RTV5	Q7RTV5	PRXL2C	195827
Q7Z2K6	Q7Z2K6	ERMP1	79956
Q7Z2K8	Q7Z2K8	GPRIN1	114787
Q7Z2T5	Q7Z2T5	TRMT1L	81627
Q7Z2W4	Q7Z2W4	ZC3HAV1	56829
Q7Z2W9	Q7Z2W9	MRPL21	219927
Q7Z2Z2	Q7Z2Z2	EFL1	79631
Q7Z392	Q7Z392	TRAPPC11	60684
Q7Z3B1	Q7Z3B1	NEGR1	257194
Q7Z3B4	Q7Z3B4	NUP54	53371
Q7Z3C6	Q7Z3C6	ATG9A	79065
Q7Z3D6	Q7Z3D6	DGLUCY	80017
Q7Z3E2	Q7Z3E2	CCDC186	55088
Q7Z3J2	Q7Z3J2	VPS35L	57020
Q7Z3K3	Q7Z3K3	POGZ	23126
Q7Z3T8	Q7Z3T8	ZFYVE16	9765
Q7Z3U7	Q7Z3U7	MON2	23041
Q7Z3Y7	Q7Z3Y7	KRT28	162605
Q7Z3Y8	Q7Z3Y8	KRT27	342574
Q7Z3Y9	Q7Z3Y9	KRT26	353288
Q7Z3Z0	Q7Z3Z0	KRT25	147183
Q7Z401	Q7Z401	DENND4A	10260
Q7Z404	Q7Z404	TMC4	147798
Q7Z406	Q7Z406	MYH14	79784
Q7Z417	Q7Z417	NUFIP2	57532
Q7Z434	Q7Z434	MAVS	57506
Q7Z449	Q7Z449	CYP2U1	113612
Q7Z460	Q7Z460	CLASP1	23332
Q7Z478	Q7Z478	DHX29	54505
Q7Z4G4	Q7Z4G4	TRMT11	60487
Q7Z4H8	Q7Z4H8	POGLUT3	143888
Q7Z4L5	Q7Z4L5	TTC21B	79809
Q7Z4Q2	Q7Z4Q2	HEATR3	55027
Q7Z4R8	Q7Z4R8	C6orf120	387263
Q7Z4S6	Q7Z4S6	KIF21A	55605
Q7Z4V5	Q7Z4V5	HDGFL2	84717
Q7Z4W1	Q7Z4W1	DCXR	51181
Q7Z5G4	Q7Z5G4	GOLGA7	51125
Q7Z5J4	Q7Z5J4	RAI1	10743
Q7Z5K2	Q7Z5K2	WAPL	23063
Q7Z5L7	Q7Z5L7	PODN	127435
Q7Z5L9	Q7Z5L9	IRF2BP2	359948
Q7Z5N4	Q7Z5N4	SDK1	221935
Q7Z5R6	Q7Z5R6	APBB1IP	54518
Q7Z624	Q7Z624	CAMKMT	79823
Q7Z6B0	Q7Z6B0	CCDC91	55297
Q7Z6G3	Q7Z6G3	NECAB2	54550
Q7Z6G8	Q7Z6G8	ANKS1B	56899
Q7Z6J9	Q7Z6J9	TSEN54	283989
Q7Z6K5	Q7Z6K5	ARPIN	348110
Q7Z6L1	Q7Z6L1	TECPR1	25851
Q7Z6M4	Q7Z6M4	MTERF4	130916
Q7Z6Z7	Q7Z6Z7	HUWE1	10075
Q7Z739	Q7Z739	YTHDF3	253943
Q7Z794	Q7Z794	KRT77	374454
Q7Z7E8	Q7Z7E8	UBE2Q1	55585
Q7Z7G0	Q7Z7G0	ABI3BP	25890
Q7Z7H5	Q7Z7H5	TMED4	222068
Q7Z7H8	Q7Z7H8	MRPL10	124995
Q7Z7K6	Q7Z7K6	CENPV	201161
Q7Z7M0	Q7Z7M0	MEGF8	1954
Q7Z7N9	Q7Z7N9	TMEM179B	374395
Q86SE8	Q86SE8	NPM2	10361
Q86SK9	Q86SK9	SCD5	79966
Q86SQ0	Q86SQ0	PHLDB2	90102
Q86SX6	Q86SX6	GLRX5	51218
Q86SZ2	Q86SZ2	TRAPPC6B	122553
Q86TG7	Q86TG7	PEG10	23089
Q86TI0	Q86TI0	TBC1D1	23216
Q86TI2	Q86TI2	DPP9	91039
Q86TM6	Q86TM6	SYVN1	84447
Q86TP1	Q86TP1	PRUNE1	58497
Q86TU7	Q86TU7	SETD3	84193
Q86TV6	Q86TV6	TTC7B	145567
Q86U28	Q86U28	ISCA2	122961
Q86U38	Q86U38	NOP9	161424
Q86U42	Q86U42	PABPN1	8106
Q86U44	Q86U44	METTL3	56339
Q86U86	Q86U86	PBRM1	55193
Q86UA1	Q86UA1	PRPF39	55015
Q86UE4	Q86UE4	MTDH	92140
Q86UE8	Q86UE8	TLK2	11011
Q86UK7	Q86UK7	ZNF598	90850
Q86UP2	Q86UP2	KTN1	3895
Q86UP6	Q86UP6	CUZD1	50624
Q86UT6	Q86UT6	NLRX1	79671
Q86UU1	Q86UU1	PHLDB1	23187
Q86UV5	Q86UV5	USP48	84196
Q86UX2	Q86UX2	ITIH5	80760
Q86UX6	Q86UX6	STK32C	282974
Q86UX7	Q86UX7	FERMT3	83706
Q86UY8	Q86UY8	NT5DC3	51559
Q86V21	Q86V21	AACS	65985
Q86V48	Q86V48	LUZP1	7798
Q86V81	Q86V81	ALYREF	10189
Q86V97	Q86V97	KBTBD6	89890
Q86VB7	Q86VB7	CD163	9332
Q86VM9	Q86VM9	ZC3H18	124245
Q86VN1	Q86VN1	VPS36	51028
Q86VP3	Q86VP3	PACS2	23241
Q86VP6	Q86VP6	CAND1	55832
Q86VR2	Q86VR2	RETREG3	162427
Q86VS8	Q86VS8	HOOK3	84376
Q86VU5	Q86VU5	COMTD1	118881
Q86VX2	Q86VX2	COMMD7	149951
Q86VX9	Q86VX9	MON1A	84315
Q86VY4	Q86VY4	TSPYL5	85453
Q86VY9	Q86VY9	TMEM200A	114801
Q86VZ4	Q86VZ4	LRP11	84918
Q86W42	Q86W42	THOC6	79228
Q86W50	Q86W50	METTL16	79066
Q86W92	Q86W92	PPFIBP1	8496
Q86WA6	Q86WA6	BPHL	670
Q86WB0	Q86WB0	ZC3HC1	51530
Q86WI3	Q86WI3	NLRC5	84166
Q86WJ1	Q86WJ1	CHD1L	9557
Q86WR0	Q86WR0	CCDC25	55246
Q86WV6	Q86WV6	STING1	340061
Q86X10	Q86X10	RALGAPB	57148
Q86X19	Q86X19	TMEM17	200728
Q86X29	Q86X29	LSR	51599
Q86X55	Q86X55	CARM1	10498
Q86X76	Q86X76	NIT1	4817
Q86X83	Q86X83	COMMD2	51122
Q86XA9	Q86XA9	HEATR5A	25938
Q86XE5	Q86XE5	HOGA1	112817
Q86XL3	Q86XL3	ANKLE2	23141
Q86XP3	Q86XP3	DDX42	11325
Q86XX4	Q86XX4	FRAS1	80144
Q86Y39	Q86Y39	NDUFA11	126328
Q86Y46	Q86Y46	KRT73	319101
Q86Y79	Q86Y79	PTRH1	138428
Q86Y82	Q86Y82	STX12	23673
Q86YB8	Q86YB8	ERO1B	56605
Q86YH6	Q86YH6	PDSS2	57107
Q86YL5	Q86YL5	TDRP	157695
Q86YP4	Q86YP4	GATAD2A	54815
Q86YS6	Q86YS6	RAB43	339122
Q86YS7	Q86YS7	C2CD5	9847
Q86YV9	Q86YV9	HPS6	79803
Q86YZ3	Q86YZ3	HRNR	388697
Q8IU81	Q8IU81	IRF2BP1	26145
Q8IU85	Q8IU85	CAMK1D	57118
Q8IUD2	Q8IUD2	ERC1	23085
Q8IUD6	Q8IUD6	RNF135	84282
Q8IUE6	Q8IUE6	H2AC21	317772
Q8IUF8	Q8IUF8	RIOX2	84864
Q8IUH3	Q8IUH3	RBM45	129831
Q8IUI8	Q8IUI8	CRLF3	51379
Q8IUR0	Q8IUR0	TRAPPC5	126003
Q8IUR7	Q8IUR7	ARMC8	25852
Q8IUW5	Q8IUW5	RELL1	768211
Q8IUX7	Q8IUX7	AEBP1	165
Q8IV04	Q8IV04	TBC1D10C	374403
Q8IV08	Q8IV08	PLD3	23646
Q8IV36	Q8IV36	HID1	283987
Q8IV38	Q8IV38	ANKMY2	57037
Q8IV50	Q8IV50	LYSMD2	256586
Q8IVD9	Q8IVD9	NUDCD3	23386
Q8IVF7	Q8IVF7	FMNL3	91010
Q8IVH2	Q8IVH2	FOXP4	116113
Q8IVH4	Q8IVH4	MMAA	166785
Q8IVL6	Q8IVL6	P3H3	10536
Q8IVM0	Q8IVM0	CCDC50	152137
Q8IVS2	Q8IVS2	MCAT	27349
Q8IVT2	Q8IVT2	MISP	126353
Q8IVT5	Q8IVT5	KSR1	8844
Q8IVY1	Q8IVY1	C1orf210	149466
Q8IW35	Q8IW35	CEP97	79598
Q8IW45	Q8IW45	NAXD	55739
Q8IW75	Q8IW75	SERPINA12	145264
Q8IWA0	Q8IWA0	WDR75	84128
Q8IWA4	Q8IWA4	MFN1	55669
Q8IWB7	Q8IWB7	WDFY1	57590
Q8IWD4	Q8IWD4	CCDC117	150275
Q8IWE2	Q8IWE2	FAM114A1	92689
Q8IWE5	Q8IWE5	PLEKHM2	23207
Q8IWJ2	Q8IWJ2	GCC2	9648
Q8IWR0	Q8IWR0	ZC3H7A	29066
Q8IWT6	Q8IWT6	LRRC8A	56262
Q8IWU2	Q8IWU2	LMTK2	22853
Q8IWU4	Q8IWU4	SLC30A8	169026
Q8IWV7	Q8IWV7	UBR1	197131
Q8IWW6	Q8IWW6	ARHGAP12	94134
Q8IWX8	Q8IWX8	CHERP	10523
Q8IWZ3	Q8IWZ3	ANKHD1	54882
Q8IWZ6	Q8IWZ6	BBS7	55212
Q8IWZ8	Q8IWZ8	SUGP1	57794
Q8IX01	Q8IX01	SUGP2	10147
Q8IX04	Q8IX04	UEVLD	55293
Q8IX12	Q8IX12	CCAR1	55749
Q8IX18	Q8IX18	DHX40	79665
Q8IXB1	Q8IXB1	DNAJC10	54431
Q8IXH7	Q8IXH7	NELFCD	51497
Q8IXI1	Q8IXI1	RHOT2	89941
Q8IXI2	Q8IXI2	RHOT1	55288
Q8IXJ6	Q8IXJ6	SIRT2	22933
Q8IXK0	Q8IXK0	PHC2	1912
Q8IXM2	Q8IXM2	BACC1	124944
Q8IXM3	Q8IXM3	MRPL41	64975
Q8IXM6	Q8IXM6	NRM	11270
Q8IXQ4	Q8IXQ4	GPALPP1	55425
Q8IXQ6	Q8IXQ6	PARP9	83666
Q8IXS8	Q8IXS8	HYCC2	285172
Q8IXT5	Q8IXT5	RBM12B	389677
Q8IY17	Q8IY17	PNPLA6	10908
Q8IY18	Q8IY18	SMC5	23137
Q8IY21	Q8IY21	DDX60	55601
Q8IY22	Q8IY22	CMIP	80790
Q8IY26	Q8IY26	PLPP6	403313
Q8IY31	Q8IY31	IFT20	90410
Q8IY37	Q8IY37	DHX37	57647
Q8IY67	Q8IY67	RAVER1	125950
Q8IY81	Q8IY81	FTSJ3	117246
Q8IY95	Q8IY95	TMEM192	201931
Q8IYB3	Q8IYB3	SRRM1	10250
Q8IYB5	Q8IYB5	SMAP1	60682
Q8IYB7	Q8IYB7	DIS3L2	129563
Q8IYB8	Q8IYB8	SUPV3L1	6832
Q8IYD1	Q8IYD1	GSPT2	23708
Q8IYI6	Q8IYI6	EXOC8	149371
Q8IYJ3	Q8IYJ3	SYTL1	84958
Q8IYQ7	Q8IYQ7	THNSL1	79896
Q8IYS1	Q8IYS1	PM20D2	135293
Q8IYS2	Q8IYS2	KIAA2013	90231
Q8IYU2	Q8IYU2	HACE1	57531
Q8IYU8	Q8IYU8	MICU2	221154
Q8IZ07	Q8IZ07	ANKRD13A	88455
Q8IZ21	Q8IZ21	PHACTR4	65979
Q8IZ52	Q8IZ52	CHPF	79586
Q8IZ69	Q8IZ69	TRMT2A	27037
Q8IZ81	Q8IZ81	ELMOD2	255520
Q8IZ83	Q8IZ83	ALDH16A1	126133
Q8IZA0	Q8IZA0	KIAA0319L	79932
Q8IZD4	Q8IZD4	DCP1B	196513
Q8IZE3	Q8IZE3	SCYL3	57147
Q8IZH2	Q8IZH2	XRN1	54464
Q8IZL8	Q8IZL8	PELP1	27043
Q8IZP0	Q8IZP0	ABI1	10006
Q8IZQ1	Q8IZQ1	WDFY3	23001
Q8IZQ5	Q8IZQ5	SELENOH	280636
Q8IZR5	Q8IZR5	CMTM4	146223
Q8IZV2	Q8IZV2	CMTM8	152189
Q8N0W3	Q8N0W3	FCSK	197258
Q8N0X4	Q8N0X4	CLYBL	171425
Q8N0X7	Q8N0X7	SPART	23111
Q8N108	Q8N108	MIER1	57708
Q8N122	Q8N122	RPTOR	57521
Q8N128	Q8N128	FAM177A1	283635
Q8N131	Q8N131	TMEM123	114908
Q8N145	Q8N145	LGI3	203190
Q8N163	Q8N163	CCAR2	57805
Q8N183	Q8N183	NDUFAF2	91942
Q8N1B4	Q8N1B4	VPS52	6293
Q8N1F7	Q8N1F7	NUP93	9688
Q8N1F8	Q8N1F8	STK11IP	114790
Q8N1G2	Q8N1G2	CMTR1	23070
